record_ID,units_sold
213587,52.0
213588,37.0
213591,44.0
213593,50.0
213594,45.0
213597,17.0
213598,23.0
213599,32.0
213600,18.0
213601,20.0
213602,24.0
213603,64.0
213604,29.0
213605,111.0
213606,26.0
213607,19.0
213608,40.0
213609,31.0
213610,27.0
213612,26.0
213613,40.0
213614,18.0
213615,161.0
213616,129.0
213617,40.0
213619,60.0
213620,60.0
213621,89.0
213624,44.0
213625,90.0
213626,63.0
213627,259.0
213630,67.0
213631,37.0
213635,74.0
213639,37.0
213640,30.0
213641,11.0
213643,14.0
213644,27.0
213645,22.0
213648,54.0
213649,17.0
213650,96.0
213651,22.0
213652,19.0
213653,37.0
213654,27.0
213658,33.0
213660,15.0
213661,15.0
213663,8.0
213664,20.0
213665,45.0
213666,25.0
213669,87.0
213670,29.0
213671,110.0
213673,26.0
213674,77.0
213675,41.0
213678,50.0
213681,40.0
213682,38.0
213683,20.0
213685,21.0
213686,39.0
213687,43.0
213688,46.0
213689,50.0
213690,44.0
213691,72.0
213692,32.0
213693,141.0
213694,15.0
213696,31.0
213697,24.0
213698,16.0
213699,43.0
213700,56.0
213701,53.0
213703,65.0
213704,51.0
213707,26.0
213708,34.0
213709,42.0
213711,45.0
213712,25.0
213713,107.0
213716,45.0
213720,48.0
213723,106.0
213724,76.0
213725,20.0
213727,43.0
213728,44.0
213729,50.0
213733,56.0
213734,49.0
213735,193.0
213736,58.0
213737,36.0
213738,20.0
213741,66.0
213743,197.0
213744,118.0
213745,58.0
213748,62.0
213749,58.0
213750,112.0
213752,118.0
213753,59.0
213754,287.0
213755,41.0
213756,24.0
213758,84.0
213759,61.0
213760,38.0
213761,44.0
213762,51.0
213763,117.0
213764,6.0
213765,24.0
213768,232.0
213769,149.0
213770,56.0
213771,13.0
213773,74.0
213774,69.0
213775,132.0
213779,117.0
213780,58.0
213781,293.0
213782,15.0
213783,12.0
213785,86.0
213786,49.0
213787,71.0
213788,40.0
213789,76.0
213790,94.0
213792,19.0
213796,19.0
213797,18.0
213798,9.0
213799,8.0
213800,10.0
213801,26.0
213802,28.0
213805,72.0
213806,20.0
213807,82.0
213808,5.0
213809,23.0
213811,36.0
213814,36.0
213816,19.0
213817,25.0
213819,8.0
213820,23.0
213821,19.0
213824,41.0
213825,19.0
213826,52.0
213829,20.0
213830,46.0
213831,29.0
213833,23.0
213834,24.0
213835,11.0
213838,10.0
213840,24.0
213842,24.0
213844,17.0
213848,118.0
213849,79.0
213850,38.0
213851,44.0
213852,42.0
213853,57.0
213857,65.0
213858,41.0
213859,211.0
213860,18.0
213861,9.0
213862,54.0
213863,43.0
213865,36.0
213866,54.0
213867,81.0
213870,64.0
213871,29.0
213874,29.0
213875,38.0
213878,52.0
213879,26.0
213880,121.0
213883,35.0
213884,18.0
213885,9.0
213888,40.0
213891,154.0
213892,82.0
213893,34.0
213895,40.0
213896,53.0
213897,71.0
213900,89.0
213901,44.0
213902,245.0
213903,24.0
213905,44.0
213906,35.0
213907,50.0
213909,37.0
213910,81.0
213912,22.0
213913,17.0
213918,25.0
213919,16.0
213922,17.0
213923,69.0
213924,17.0
213925,99.0
213926,6.0
213928,15.0
213930,32.0
213932,34.0
213935,28.0
213936,26.0
213939,10.0
213940,18.0
213942,69.0
213943,18.0
213944,95.0
213945,21.0
213946,17.0
213947,36.0
213948,38.0
213949,25.0
213951,21.0
213952,32.0
213954,11.0
213955,18.0
213956,17.0
213960,15.0
213961,40.0
213962,19.0
213963,34.0
213964,36.0
213965,26.0
213966,54.0
213967,30.0
213968,99.0
213971,24.0
213972,32.0
213973,17.0
213976,147.0
213977,81.0
213978,44.0
213979,24.0
213980,13.0
213981,66.0
213982,92.0
213983,125.0
213985,27.0
213986,18.0
213987,177.0
213988,98.0
213989,367.0
213990,33.0
213991,14.0
213994,94.0
213995,65.0
213996,78.0
213998,76.0
213999,112.0
214000,5.0
214001,30.0
214002,22.0
214004,62.0
214005,38.0
214006,16.0
214008,46.0
214009,46.0
214010,49.0
214011,29.0
214014,43.0
214015,47.0
214016,163.0
214017,59.0
214018,26.0
214019,69.0
214021,97.0
214022,85.0
214023,88.0
214024,68.0
214025,25.0
214026,37.0
214027,41.0
214028,51.0
214032,48.0
214033,59.0
214034,218.0
214035,73.0
214036,48.0
214040,71.0
214041,6.0
214043,217.0
214044,137.0
214045,77.0
214048,84.0
214049,81.0
214050,133.0
214051,21.0
214054,182.0
214055,84.0
214056,496.0
214057,32.0
214061,96.0
214062,120.0
214063,107.0
214065,86.0
214066,132.0
214067,23.0
214070,76.0
214071,60.0
214072,17.0
214073,17.0
214074,31.0
214075,53.0
214076,33.0
214077,23.0
214078,41.0
214079,118.0
214080,33.0
214081,182.0
214082,33.0
214083,31.0
214084,48.0
214085,80.0
214086,54.0
214088,40.0
214089,78.0
214090,5.0
214092,12.0
214096,24.0
214097,25.0
214098,18.0
214099,21.0
214100,65.0
214101,29.0
214102,83.0
214103,5.0
214104,36.0
214105,87.0
214106,40.0
214109,46.0
214111,40.0
214112,51.0
214114,15.0
214115,28.0
214116,21.0
214118,42.0
214120,40.0
214121,20.0
214122,84.0
214124,22.0
214125,20.0
214126,13.0
214129,47.0
214130,43.0
214131,10.0
214133,20.0
214134,33.0
214135,49.0
214136,24.0
214137,28.0
214138,43.0
214139,67.0
214140,24.0
214141,133.0
214142,18.0
214143,13.0
214144,33.0
214145,31.0
214146,25.0
214148,38.0
214149,46.0
214151,158.0
214152,88.0
214153,28.0
214154,45.0
214155,62.0
214156,103.0
214158,39.0
214159,78.0
214160,37.0
214161,248.0
214162,15.0
214163,10.0
214164,65.0
214165,37.0
214168,53.0
214169,83.0
214175,57.0
214176,47.0
214177,15.0
214178,40.0
214179,33.0
214180,77.0
214184,67.0
214185,44.0
214186,253.0
214187,63.0
214188,28.0
214191,63.0
214192,11.0
214193,36.0
214194,26.0
214195,11.0
214196,37.0
214197,62.0
214198,30.0
214202,97.0
214203,52.0
214204,150.0
214205,40.0
214206,114.0
214207,58.0
214209,81.0
214210,84.0
214213,31.0
214215,10.0
214216,23.0
214217,30.0
214218,10.0
214221,63.0
214222,20.0
214223,111.0
214224,19.0
214225,20.0
214226,33.0
214227,47.0
214228,28.0
214229,21.0
214230,26.0
214231,39.0
214233,10.0
214235,140.0
214236,83.0
214237,49.0
214240,58.0
214241,64.0
214242,87.0
214245,111.0
214246,50.0
214247,300.0
214248,16.0
214249,8.0
214251,80.0
214252,51.0
214253,54.0
214255,74.0
214256,107.0
214258,11.0
214261,10.0
214262,39.0
214263,19.0
214265,16.0
214266,26.0
214267,25.0
214271,77.0
214272,24.0
214273,121.0
214274,22.0
214275,18.0
214276,36.0
214277,49.0
214278,29.0
214281,36.0
214282,15.0
214283,11.0
214284,14.0
214285,20.0
214286,33.0
214287,30.0
214288,21.0
214292,24.0
214293,44.0
214296,15.0
214297,116.0
214300,164.0
214301,77.0
214302,49.0
214305,80.0
214306,98.0
214307,128.0
214310,26.0
214311,110.0
214312,67.0
214313,106.0
214314,22.0
214315,9.0
214316,84.0
214317,52.0
214318,305.0
214320,10.0
214321,23.0
214322,18.0
214325,86.0
214326,88.0
214327,18.0
214328,7.0
214330,21.0
214331,59.0
214332,34.0
214333,41.0
214334,42.0
214335,29.0
214336,70.0
214337,34.0
214338,46.0
214339,23.0
214340,18.0
214341,43.0
214342,46.0
214343,173.0
214344,14.0
214345,18.0
214346,21.0
214348,8.0
214349,17.0
214350,35.0
214351,31.0
214352,29.0
214355,36.0
214356,34.0
214357,20.0
214358,23.0
214360,76.0
214361,24.0
214362,39.0
214363,14.0
214364,9.0
214366,34.0
214367,62.0
214368,135.0
214370,22.0
214371,24.0
214373,5.0
214374,8.0
214375,11.0
214376,255.0
214377,191.0
214378,67.0
214379,18.0
214381,109.0
214382,142.0
214383,210.0
214387,239.0
214388,93.0
214389,182.0
214390,38.0
214391,23.0
214393,111.0
214394,83.0
214395,272.0
214396,11.0
214397,27.0
214398,55.0
214399,10.0
214400,61.0
214402,13.0
214403,93.0
214404,83.0
214406,49.0
214407,66.0
214408,66.0
214411,37.0
214412,66.0
214413,33.0
214414,56.0
214415,12.0
214416,9.0
214417,49.0
214418,28.0
214421,13.0
214422,19.0
214425,187.0
214426,95.0
214427,65.0
214428,12.0
214430,104.0
214431,112.0
214432,116.0
214434,152.0
214435,99.0
214436,126.0
214437,28.0
214438,11.0
214440,98.0
214441,65.0
214443,9.0
214444,18.0
214445,32.0
214447,30.0
214450,34.0
214454,14.0
214455,30.0
214456,37.0
214457,23.0
214458,39.0
214459,38.0
214460,58.0
214461,23.0
214462,41.0
214463,17.0
214464,11.0
214466,37.0
214467,51.0
214468,113.0
214469,15.0
214470,19.0
214471,21.0
214472,27.0
214473,22.0
214475,9.0
214476,27.0
214477,29.0
214478,29.0
214481,44.0
214482,16.0
214483,39.0
214484,12.0
214487,39.0
214488,111.0
214491,15.0
214494,37.0
214495,28.0
214498,18.0
214499,61.0
214500,52.0
214501,15.0
214504,114.0
214505,42.0
214506,87.0
214507,31.0
214508,28.0
214510,44.0
214511,63.0
214512,138.0
214513,16.0
214514,20.0
214515,27.0
214517,18.0
214518,27.0
214519,28.0
214522,14.0
214523,35.0
214524,20.0
214526,39.0
214527,33.0
214528,20.0
214529,14.0
214530,18.0
214531,26.0
214534,13.0
214539,6.0
214540,12.0
214541,28.0
214542,14.0
214543,14.0
214545,31.0
214546,13.0
214547,23.0
214550,16.0
214551,14.0
214554,7.0
214555,104.0
214556,65.0
214557,35.0
214559,74.0
214560,84.0
214561,86.0
214564,75.0
214565,42.0
214566,69.0
214567,11.0
214569,74.0
214570,36.0
214571,193.0
214572,12.0
214573,23.0
214574,30.0
214575,10.0
214577,62.0
214578,58.0
214579,11.0
214581,35.0
214582,37.0
214583,31.0
214587,45.0
214588,51.0
214589,39.0
214590,37.0
214591,42.0
214592,271.0
214593,8.0
214595,18.0
214596,32.0
214597,28.0
214600,25.0
214601,22.0
214605,73.0
214606,28.0
214607,57.0
214608,20.0
214609,17.0
214610,30.0
214611,45.0
214612,112.0
214614,15.0
214615,19.0
214618,48.0
214619,61.0
214620,26.0
214622,23.0
214623,59.0
214624,43.0
214625,43.0
214626,61.0
214627,56.0
214628,103.0
214629,32.0
214630,61.0
214631,27.0
214632,22.0
214634,49.0
214635,58.0
214636,259.0
214637,21.0
214638,18.0
214639,39.0
214640,8.0
214642,14.0
214643,13.0
214646,21.0
214647,22.0
214651,29.0
214652,12.0
214653,13.0
214656,19.0
214657,62.0
214660,12.0
214661,142.0
214662,95.0
214663,66.0
214665,62.0
214666,65.0
214667,86.0
214671,111.0
214672,51.0
214673,87.0
214674,26.0
214675,17.0
214676,70.0
214677,73.0
214678,210.0
214679,6.0
214680,12.0
214681,25.0
214683,17.0
214688,107.0
214689,80.0
214690,46.0
214693,86.0
214694,89.0
214695,109.0
214696,47.0
214699,63.0
214700,50.0
214701,78.0
214704,74.0
214705,33.0
214706,230.0
214708,11.0
214709,19.0
214710,32.0
214712,67.0
214713,61.0
214714,26.0
214716,20.0
214717,46.0
214718,57.0
214719,29.0
214720,30.0
214721,39.0
214722,88.0
214723,29.0
214724,61.0
214725,30.0
214726,27.0
214727,36.0
214728,59.0
214729,130.0
214730,13.0
214731,23.0
214732,35.0
214733,6.0
214734,10.0
214736,17.0
214737,25.0
214738,22.0
214740,15.0
214741,33.0
214742,30.0
214743,44.0
214745,34.0
214746,49.0
214747,19.0
214748,26.0
214749,25.0
214750,35.0
214751,108.0
214753,19.0
214754,19.0
214755,4.0
214763,28.0
214767,76.0
214768,39.0
214769,23.0
214771,27.0
214772,32.0
214773,52.0
214775,54.0
214776,23.0
214777,45.0
214778,14.0
214780,37.0
214781,27.0
214782,132.0
214785,18.0
214787,8.0
214788,50.0
214789,31.0
214790,11.0
214791,29.0
214792,32.0
214793,14.0
214794,58.0
214795,26.0
214796,37.0
214797,20.0
214798,16.0
214799,33.0
214800,37.0
214801,91.0
214802,15.0
214803,17.0
214804,24.0
214807,17.0
214808,21.0
214809,185.0
214810,136.0
214811,82.0
214813,89.0
214814,105.0
214815,108.0
214818,47.0
214819,148.0
214820,70.0
214821,123.0
214822,32.0
214826,77.0
214827,60.0
214828,401.0
214830,10.0
214831,28.0
214833,18.0
214834,11.0
214836,8.0
214838,10.0
214839,28.0
214841,19.0
214843,56.0
214844,21.0
214845,20.0
214846,19.0
214847,71.0
214848,163.0
214854,80.0
214855,68.0
214856,45.0
214858,55.0
214859,53.0
214860,77.0
214864,63.0
214865,37.0
214866,58.0
214869,45.0
214870,53.0
214872,8.0
214874,20.0
214875,8.0
214877,112.0
214878,70.0
214879,33.0
214880,47.0
214881,58.0
214882,72.0
214884,81.0
214885,35.0
214886,76.0
214887,27.0
214888,15.0
214889,69.0
214890,36.0
214891,189.0
214893,8.0
214894,25.0
214895,6.0
214896,18.0
214899,15.0
214904,34.0
214907,10.0
214908,51.0
214909,115.0
214912,12.0
214914,43.0
214915,23.0
214917,7.0
214918,23.0
214919,61.0
214920,39.0
214921,22.0
214922,28.0
214924,114.0
214925,40.0
214926,75.0
214927,30.0
214928,24.0
214931,51.0
214932,44.0
214933,108.0
214935,24.0
214936,32.0
214940,23.0
214942,7.0
214943,18.0
214944,56.0
214945,31.0
214947,64.0
214948,61.0
214949,40.0
214950,21.0
214951,28.0
214953,8.0
214954,28.0
214955,27.0
214956,142.0
214959,164.0
214960,110.0
214961,24.0
214964,79.0
214965,81.0
214966,113.0
214969,34.0
214970,97.0
214971,41.0
214972,92.0
214973,14.0
214974,6.0
214975,68.0
214976,45.0
214977,204.0
214979,17.0
214980,21.0
214982,9.0
214985,169.0
214986,28.0
214987,6.0
214990,12.0
214991,53.0
214992,25.0
214993,25.0
214994,39.0
214995,26.0
214996,47.0
214997,21.0
214998,38.0
214999,10.0
215000,9.0
215002,45.0
215003,97.0
215004,13.0
215005,12.0
215006,20.0
215008,63.0
215009,51.0
215010,13.0
215011,16.0
215012,35.0
215013,47.0
215014,30.0
215015,31.0
215016,36.0
215017,62.0
215018,21.0
215019,39.0
215020,15.0
215021,13.0
215022,38.0
215023,54.0
215024,135.0
215026,16.0
215027,26.0
215029,11.0
215030,34.0
215031,23.0
215033,20.0
215034,60.0
215035,23.0
215038,51.0
215039,18.0
215040,41.0
215043,22.0
215044,31.0
215048,9.0
215049,8.0
215050,8.0
215051,14.0
215052,60.0
215053,56.0
215054,17.0
215055,19.0
215056,38.0
215057,31.0
215058,19.0
215059,12.0
215060,12.0
215061,51.0
215062,14.0
215063,39.0
215065,13.0
215066,31.0
215067,29.0
215068,133.0
215071,16.0
215072,8.0
215074,14.0
215075,57.0
215076,52.0
215077,26.0
215079,26.0
215080,29.0
215081,48.0
215084,49.0
215085,37.0
215086,25.0
215087,41.0
215088,44.0
215089,23.0
215094,57.0
215095,41.0
215096,28.0
215097,37.0
215098,42.0
215101,32.0
215102,28.0
215103,45.0
215106,39.0
215107,13.0
215111,12.0
215112,67.0
215113,37.0
215114,17.0
215116,31.0
215117,45.0
215118,46.0
215119,71.0
215120,42.0
215121,67.0
215124,39.0
215125,55.0
215126,163.0
215128,11.0
215129,14.0
215130,5.0
215131,25.0
215134,18.0
215135,16.0
215136,11.0
215137,24.0
215142,38.0
215143,23.0
215145,19.0
215146,37.0
215147,105.0
215150,35.0
215151,21.0
215152,9.0
215154,13.0
215156,41.0
215157,17.0
215158,37.0
215159,18.0
215160,13.0
215161,26.0
215162,29.0
215163,64.0
215166,13.0
215167,10.0
215169,38.0
215170,41.0
215171,20.0
215172,6.0
215174,19.0
215175,31.0
215176,36.0
215177,33.0
215179,38.0
215180,63.0
215181,22.0
215182,38.0
215184,8.0
215185,31.0
215186,46.0
215187,107.0
215189,18.0
215190,19.0
215193,16.0
215198,50.0
215199,17.0
215200,33.0
215201,39.0
215202,42.0
215203,44.0
215204,17.0
215205,28.0
215206,16.0
215207,24.0
215211,8.0
215212,21.0
215213,18.0
215214,10.0
215215,10.0
215216,31.0
215217,14.0
215218,25.0
215219,31.0
215220,65.0
215221,18.0
215222,28.0
215223,15.0
215226,49.0
215227,125.0
215230,18.0
215232,41.0
215233,36.0
215236,19.0
215237,32.0
215238,31.0
215239,26.0
215240,21.0
215241,28.0
215242,56.0
215243,29.0
215244,39.0
215245,26.0
215246,18.0
215247,43.0
215248,30.0
215249,129.0
215251,11.0
215252,19.0
215253,18.0
215254,159.0
215255,118.0
215256,41.0
215258,74.0
215259,83.0
215260,96.0
215263,29.0
215264,88.0
215265,67.0
215266,77.0
215269,72.0
215270,34.0
215274,20.0
215278,33.0
215279,26.0
215280,13.0
215282,15.0
215283,35.0
215284,22.0
215287,50.0
215288,18.0
215289,38.0
215290,25.0
215291,20.0
215292,38.0
215293,29.0
215297,14.0
215299,18.0
215300,14.0
215302,5.0
215303,34.0
215304,79.0
215305,28.0
215308,72.0
215309,30.0
215310,27.0
215312,22.0
215313,68.0
215314,218.0
215317,20.0
215320,37.0
215321,37.0
215322,17.0
215324,24.0
215325,63.0
215326,45.0
215327,62.0
215328,66.0
215329,63.0
215330,62.0
215331,33.0
215332,44.0
215333,15.0
215335,34.0
215336,25.0
215337,150.0
215338,14.0
215339,20.0
215340,22.0
215342,57.0
215343,45.0
215346,23.0
215347,31.0
215348,42.0
215350,39.0
215351,26.0
215352,42.0
215355,44.0
215359,12.0
215362,95.0
215363,64.0
215364,23.0
215366,44.0
215367,55.0
215368,54.0
215372,57.0
215373,45.0
215374,66.0
215375,67.0
215376,41.0
215377,295.0
215380,15.0
215382,189.0
215383,107.0
215384,63.0
215387,74.0
215388,78.0
215389,112.0
215391,119.0
215392,61.0
215393,101.0
215394,39.0
215395,26.0
215397,85.0
215398,56.0
215399,370.0
215400,13.0
215401,13.0
215402,46.0
215403,7.0
215404,21.0
215407,204.0
215408,141.0
215409,55.0
215410,11.0
215412,95.0
215413,97.0
215414,135.0
215418,123.0
215419,61.0
215420,107.0
215421,17.0
215422,11.0
215424,91.0
215425,52.0
215426,273.0
215427,8.0
215428,21.0
215429,27.0
215431,14.0
215435,20.0
215436,15.0
215437,9.0
215438,5.0
215439,17.0
215440,49.0
215441,26.0
215444,69.0
215445,21.0
215446,46.0
215447,5.0
215448,23.0
215450,179.0
215453,17.0
215455,29.0
215456,27.0
215458,14.0
215459,31.0
215460,15.0
215463,47.0
215464,20.0
215465,15.0
215468,21.0
215469,38.0
215470,134.0
215472,10.0
215473,14.0
215474,9.0
